"r",,"u",,"y",,"fs",
-1.3907,0.14196,0.012495,-2.2867,-0.071877,-0.0031628,,
-0.8504,-1.0389,-0.58098,-1.8626,-0.066494,-0.029202,,
0.5699,-2.0089,-0.84294,-1.6653,-0.061415,-0.055477,,
1.5204,-1.9258,-0.55579,-1.3538,-0.057075,-0.081684,,
1.2102,-0.85366,0.10416,-0.60985,-0.053037,-0.10758,,
-0.0046292,0.20039,0.68915,0.26592,-0.048514,-0.13287,,
-1.1058,0.21129,0.82782,0.50401,-0.042954,-0.15725,,
-1.3422,-0.893,0.54489,-0.32108,-0.036384,-0.18041,,
-0.7424,-2.2147,0.1985,-1.7084,-0.029316,-0.20208,,
0.08587,-2.8145,0.05414,-2.5769,-0.021663,-0.22215,,
0.51153,-2.5757,-0.064935,-2.2254,-0.013116,-0.24062,,
0.29866,-2.1116,-0.60166,-0.93531,-0.0037414,-0.25746,,
-0.32268,-1.9186,-1.6453,0.3293,0.0062728,-0.2726,,
-0.86056,-1.8021,-2.5725,0.78026,0.015961,-0.28589,,
-0.89042,-1.2333,-2.503,0.41542,0.024386,-0.29719,,
-0.35066,-0.1796,-1.248,-0.11898,0.032018,-0.30648,,
0.38959,0.62108,0.2394,-0.16044,0.039474,-0.31389,,
0.80902,0.34227,0.55008,0.51128,0.045803,-0.31968,,
0.68654,-1.0014,-0.83143,1.6755,0.050429,-0.32394,,
0.29752,-2.4122,-2.8505,2.9056,0.053136,-0.32664,,
0.0876,-2.7631,-3.7607,3.7534,0.053301,-0.32758,,
0.11339,-1.801,-2.7725,3.8437,0.050663,-0.32573,,
-0.10089,-0.3144,-0.7724,3.0054,0.045046,-0.32022,,
-1.0062,0.63649,0.54173,1.3875,0.036677,-0.31198,,
-2.3093,0.61872,0.29433,-0.50309,0.025817,-0.30217,,
-2.9824,0.041001,-0.73374,-2.0273,0.012852,-0.29,,
-2.2186,-0.35016,-1.0321,-2.7745,-0.0020202,-0.27538,,
-0.44314,-0.079734,-0.019496,-2.6376,-0.018535,-0.25911,,
0.79893,0.85347,1.4088,-1.7128,-0.036566,-0.24215,,
0.20689,2.1399,1.9023,-0.25703,-0.055699,-0.2246,,
-1.9203,3.3513,1.108,1.2119,-0.075265,-0.20532,,
-3.793,4,-0.034557,1.9472,-0.094705,-0.18478,,
-3.7591,3.7759,-0.4454,1.4211,-0.1138,-0.1631,,
-1.8913,2.528,-0.11436,-0.069007,-0.1329,-0.1403,,
0.10103,0.64533,-0.011081,-1.3364,-0.15167,-0.11794,,
0.58708,-1.2257,-0.81898,-1.1173,-0.16911,-0.097778,,
-0.39329,-2.5187,-1.9957,0.77248,-0.1843,-0.080785,,
-1.3034,-2.9667,-2.2924,3.0701,-0.19616,-0.066188,,
-0.82231,-2.5374,-1.1671,3.9949,-0.20527,-0.052395,,
0.75928,-1.3226,0.49744,2.7606,-0.21309,-0.038622,,
1.9313,0.3516,1.1846,0.28029,-0.21875,-0.024133,,
1.6459,1.7607,0.22797,-1.6828,-0.22094,-0.010584,,
0.39984,2.0249,-1.5507,-2.0407,-0.21908,0.00036757,,
-0.44266,0.83979,-2.7167,-1.192,-0.21408,0.010512,,
-0.24814,-0.95845,-2.5796,-0.36335,-0.20792,0.019284,,
0.21766,-1.79,-1.6075,-0.34207,-0.20121,0.026968,,
-0.20137,-0.62867,-0.69447,-0.89541,-0.19259,0.034981,,
-1.5621,1.9291,-0.25533,-1.2749,-0.18169,0.043513,,
-2.6062,3.9762,-0.072997,-1.1935,-0.17041,0.051352,,
-2.115,3.8797,0.14606,-1.0925,-0.159,0.057314,,
-0.32891,1.7077,0.34359,-1.5178,-0.14819,0.061678,,
1.1698,-0.8737,0.30681,-2.3756,-0.13859,0.06503,,
1.0086,-2.1304,0.087294,-2.8887,-0.13044,0.067454,,
-0.65081,-1.7144,-0.006398,-2.3024,-0.12413,0.068088,,
-2.3745,-0.69067,0.15401,-0.5941,-0.11972,0.066635,,
-2.907,-0.27871,0.27916,1.4696,-0.11737,0.062796,,
-2.223,-0.70047,-0.0063542,2.8883,-0.117,0.056587,,
-1.2102,-1.2466,-0.65619,3.1032,-0.11856,0.048512,,
-0.58254,-1.288,-1.2033,2.2782,-0.12189,0.039826,,
-0.31472,-1.0167,-1.2951,1.0621,-0.12691,0.031895,,
-0.048927,-1.1404,-1.0808,0.16272,-0.13342,0.023507,,
0.26633,-1.9684,-0.94254,-0.030834,-0.14119,0.013767,,
0.35801,-2.9364,-0.94207,0.40278,-0.14997,0.0043621,,
0.13288,-3.068,-0.73682,1.031,-0.15931,-0.0045074,,
-0.089884,-1.8663,-0.13715,1.3733,-0.16861,-0.012296,,
0.017106,0.23631,0.4323,1.237,-0.177,-0.017942,,
0.30099,2.2141,0.28428,0.80298,-0.18417,-0.021276,,
0.26081,3.1778,-0.67953,0.43322,-0.19021,-0.022578,,
-0.31759,2.8864,-1.6727,0.37774,-0.19505,-0.022441,,
-1.0431,1.7649,-1.7913,0.6404,-0.19938,-0.021162,,
-1.3612,0.56192,-1.0092,1.0696,-0.20361,-0.018711,,
-1.2066,-0.083303,-0.19431,1.502,-0.20664,-0.014758,,
-1.0157,0.043631,-0.062764,1.8029,-0.20764,-0.008924,,
-1.0758,0.66533,-0.27891,1.8577,-0.20723,-0.0012779,,
-1.0899,1.2415,0.15529,1.6438,-0.20598,0.0073751,,
-0.59973,1.3639,1.576,1.3243,-0.20417,0.016453,,
0.23889,1.0268,3.0207,1.1806,-0.20233,0.026131,,
0.60408,0.55875,3.1644,1.3583,-0.20057,0.036466,,
-0.086235,0.30916,1.8239,1.6915,-0.19893,0.047423,,
-1.3561,0.40215,0.28027,1.8605,-0.1975,0.059122,,
-2.0394,0.74968,-0.074204,1.7451,-0.19656,0.071524,,
-1.5405,1.2046,0.73957,1.5293,-0.19643,0.084618,,
-0.5166,1.6308,1.3821,1.3801,-0.19705,0.098224,,
-0.084514,1.873,0.82775,1.1114,-0.19805,0.11223,,
-0.43181,1.799,-0.35295,0.37577,-0.19867,0.12653,,
-0.53204,1.4602,-0.60291,-0.71918,-0.19753,0.141,,
0.58284,1.1499,0.77875,-1.3688,-0.19475,0.15551,,
2.4635,1.1717,2.6848,-0.75516,-0.19198,0.16985,,
3.5107,1.5103,3.3013,0.91454,-0.18833,0.18379,,
2.7114,1.8185,2.0575,2.2499,-0.18259,0.19721,,
0.86345,1.8088,0.25313,1.8607,-0.17471,0.2102,,
-0.22032,1.5885,-0.33655,-0.15458,-0.16422,0.22283,,
0.29458,1.4667,0.68461,-2.109,-0.15144,0.23495,,
1.3671,1.4244,2.0473,-2.3407,-0.13635,0.24624,,
1.3636,0.99223,2.2755,-0.91391,-0.11908,0.25637,,
0.056531,-0.12709,1.1919,0.47273,-0.099558,0.2648,,
-1.0157,-1.366,-0.1061,0.32059,-0.077716,0.27136,,
-0.31177,-1.5512,-0.55033,-1.0532,-0.054247,0.27726,,
1.8395,-0.14087,-0.12216,-1.8792,-0.029754,0.28319,,
3.4477,1.861,0.43506,-1.0014,-0.0046686,0.28718,,
2.9756,2.5751,0.60645,0.7988,0.020543,0.28805,,
0.99457,1.0955,0.53209,1.6894,0.045814,0.28579,,
-0.45621,-1.4098,0.52805,0.83206,0.071095,0.2818,,
-0.051886,-2.7232,0.51287,-0.69616,0.095841,0.27788,,
1.5214,-1.8243,0.14646,-1.2236,0.11945,0.27271,,
2.4762,0.043021,-0.57549,-0.41996,0.14169,0.26434,,
1.8702,0.73413,-1.1385,0.43477,0.16206,0.25199,,
0.41983,-0.43561,-1.0481,0.097198,0.17975,0.23731,,
-0.51464,-1.9609,-0.41679,-1.0786,0.19408,0.22143,,
-0.40065,-1.8921,0.14898,-1.5759,0.20492,0.20373,,
0.18162,-0.084309,0.20091,-0.62818,0.21273,0.18434,,
0.48944,1.6239,-0.14396,0.75337,0.21757,0.16332,,
0.45642,1.5047,-0.48446,0.93118,0.21878,0.14109,,
0.47193,-0.1225,-0.65274,-0.38473,0.21622,0.11932,,
0.61792,-1.3472,-0.76427,-1.6688,0.20999,0.098813,,
0.48867,-0.93723,-0.83411,-1.3305,0.20066,0.078624,,
-0.18735,0.28071,-0.61727,0.41222,0.18942,0.058181,,
-1.0237,0.54223,0.01471,1.7548,0.17685,0.038026,,
-1.3126,-0.62782,0.68414,1.3516,0.16262,0.01913,,
-0.83165,-1.8031,0.78036,-0.13061,0.14698,0.0038703,,
-0.10243,-1.4172,0.22247,-0.80325,0.13125,-0.0073947,,
0.21007,0.24063,-0.2567,0.22667,0.1162,-0.016446,,
-0.00976,1.2635,0.1534,1.8489,0.10242,-0.023923,,
-0.36827,0.38515,1.3277,2.2522,0.090268,-0.029612,,
-0.56714,-1.4323,2.1516,0.99728,0.079626,-0.032071,,
-0.7058,-2.0368,1.6707,-0.53821,0.07054,-0.030603,,
-0.91906,-0.58796,0.22148,-0.77391,0.0638,-0.026761,,
-0.96777,1.4257,-0.77017,0.33917,0.05949,-0.021877,,
-0.48472,1.8842,-0.21252,1.4141,0.055859,-0.016663,,
0.38477,0.477,1.5167,1.2873,0.052029,-0.011145,,
0.89973,-0.96696,2.9632,0.21635,0.048772,-0.003381,,
0.52565,-0.62958,3.0362,-0.64449,0.047086,0.0068851,,
-0.2827,1.1951,1.9414,-0.63405,0.047644,0.018096,,
-0.41456,2.4792,0.7308,-0.11351,0.050054,0.029103,,
0.63254,1.8149,0.14688,0.30892,0.051926,0.039853,,
2.0011,-0.023399,0.10201,0.61774,0.053473,0.050937,,
2.2591,-1.0522,0.17006,1.1332,0.055932,0.062366,,
0.98441,-0.33945,0.23017,1.6452,0.058923,0.07404,,
-0.63343,1.0876,0.44618,1.3153,0.063201,0.085893,,
-0.94187,1.5843,0.78073,-0.27206,0.068643,0.098032,,
0.47768,0.73913,0.87187,-2.2224,0.075402,0.11045,,
2.4051,-0.4054,0.51303,-2.9771,0.083459,0.12297,,
3.2588,-0.76797,0.024555,-1.9945,0.092799,0.13495,,
2.6015,-0.38096,-0.10429,-0.46725,0.10326,0.14517,,
1.3014,0.032317,0.076663,-0.095529,0.1146,0.15291,,
0.40349,0.23032,-0.08966,-1.17,0.12666,0.16004,,
0.14477,0.6718,-1.0327,-2.1525,0.13928,0.16747,,
0.11721,1.5175,-2.2128,-1.4569,0.15211,0.17324,,
0.070391,1.9298,-2.5228,0.61933,0.16446,0.1758,,
0.19078,0.88456,-1.5147,2.1045,0.17501,0.17483,,
0.59919,-1.355,-0.018231,1.5295,0.18307,0.17191,,
0.93863,-3.0812,0.66789,-0.30185,0.18956,0.16826,,
0.75225,-2.8339,0.18995,-1.1099,0.19495,0.16374,,
0.16008,-1.1032,-0.48196,0.30777,0.19882,0.15665,,
-0.1871,0.08035,-0.2355,2.6789,0.2007,0.14551,,
0.035267,-0.59172,0.85043,3.5704,0.19929,0.1319,,
0.26129,-2.151,1.64,2.0329,0.19428,0.11821,,
-0.35338,-2.4151,1.3727,-0.33186,0.18729,0.10553,,
-1.7619,-0.56046,0.63719,-1.0656,0.17969,0.093058,,
-2.7973,1.7738,0.6403,0.55261,0.17155,0.078527,,
-2.3677,2.2414,1.614,2.8065,0.16195,0.061459,,
-0.76492,0.48357,2.3443,3.3696,0.15137,0.044441,,
0.53262,-1.3456,1.5175,1.6205,0.14099,0.028904,,
0.46544,-0.92362,-0.62622,-0.90217,0.13132,0.015701,,
-0.43238,1.6123,-2.3367,-2.1702,0.12291,0.005088,,
-0.71074,3.728,-2.1715,-1.5475,0.11577,-0.0057875,,
0.24016,3.2253,-0.527,0.018882,0.10928,-0.017434,,
1.465,0.63868,0.89759,1.2926,0.1023,-0.028538,,
1.6492,-1.3266,1.022,1.8654,0.095188,-0.037137,,
0.79106,-0.66537,0.50254,2.0939,0.090053,-0.04118,,
0.24924,1.8709,0.75809,2.2635,0.086334,-0.043081,,
1.0265,3.6533,2.0292,2.1635,0.082271,-0.043406,,
2.3648,2.8972,2.9199,1.5704,0.077199,-0.041213,,
2.4626,0.30634,1.988,0.78394,0.07163,-0.036645,,
0.59635,-1.8846,-0.42428,0.43385,0.067075,-0.029677,,
-1.8465,-2.1664,-2.278,0.72057,0.063535,-0.020227,,
-2.7401,-0.88901,-1.8977,1.0626,0.059432,-0.0085639,,
-1.4965,0.59438,0.26942,0.6744,0.053088,0.0052517,,
0.37186,1.4524,2.1004,-0.51645,0.045258,0.020955,,
1.0486,1.8531,1.8764,-1.6619,0.038397,0.038323,,
0.45896,2.2044,-0.14309,-1.8062,0.034505,0.056926,,
0.1682,2.3971,-2.1952,-0.87952,0.032173,0.076207,,
1.288,2.0218,-2.8882,0.18773,0.029683,0.095361,,
2.92,1.1315,-2.2993,0.34216,0.027053,0.11356,,
3.0542,0.42102,-1.3899,-0.56676,0.022937,0.13134,,
0.94538,0.48664,-0.72661,-1.622,0.018218,0.14974,,
-1.7895,1.0507,-0.040765,-1.7297,0.015237,0.16744,,
-2.7001,1.157,1.0826,-0.63639,0.012541,0.18257,,
-1.0308,0.21405,2.3864,0.87312,0.010133,0.19438,,
1.4993,-1.2622,3.0735,1.6922,0.0086436,0.20291,,
2.4607,-2.0779,2.7028,1.3557,0.0076597,0.20966,,
1.0675,-1.5595,1.7397,0.37073,0.0072103,0.21521,,
-1.3143,-0.27232,1.1145,-0.37002,0.0067312,0.21907,,
-2.7872,0.50116,1.2779,-0.4311,0.0064485,0.22031,,
-2.7247,0.0030384,1.804,-0.1688,0.0067581,0.21855,,
-1.916,-1.2717,1.8952,-0.27848,0.0079966,0.21451,,
-1.2634,-2.0558,1.1895,-1.0062,0.010708,0.20928,,
-0.75292,-1.5028,0.03522,-1.8119,0.015337,0.20346,,
0.19831,0.051309,-0.94401,-1.7901,0.021604,0.19662,,
1.6774,1.4312,-1.4594,-0.48394,0.029244,0.18837,,
2.918,1.6874,-1.7231,1.6445,0.038023,0.17871,,
3.0837,0.87439,-2.07,3.4751,0.046989,0.16858,,
2.2229,-0.12717,-2.4863,4.0358,0.055118,0.15999,,
1.2634,-0.50331,-2.5428,3.1991,0.062456,0.15324,,
1.066,-0.24204,-1.79,1.6781,0.069541,0.14702,,
1.5942,-0.044343,-0.28199,0.46214,0.075819,0.14131,,
2.05,-0.53863,1.2594,0.1233,0.080441,0.13682,,
1.7342,-1.567,1.8634,0.45254,0.083248,0.13338,,
0.68834,-2.2244,1.0532,0.75135,0.084919,0.13139,,
-0.46696,-1.6261,-0.71057,0.4582,0.086806,0.13098,,
-1.2036,0.28127,-2.36,-0.3649,0.087896,0.13217,,
-1.5346,2.5774,-3.0469,-1.077,0.086235,0.13499,,
-1.8465,4,-2.742,-1.0371,0.08262,0.13916,,
-2.3643,3.9069,-2.0156,-0.20436,0.076363,0.14433,,
-2.8081,2.5716,-1.3103,0.78751,0.067927,0.14976,,
-2.5841,1.0141,-0.52799,1.2045,0.059891,0.15518,,
-1.3659,0.16367,0.62009,0.92344,0.051463,0.16149,,
0.43835,0.24148,1.8894,0.54958,0.04213,0.16915,,
1.8033,0.70447,2.4052,0.71243,0.032116,0.17688,,
1.8011,0.76932,1.4845,1.269,0.021421,0.18397,,
0.36751,0.10293,-0.47272,1.3015,0.010995,0.19048,,
-1.5862,-0.87238,-2.1048,0.059775,0.00090482,0.19649,,
-2.8946,-1.3379,-2.2993,-2.0625,-0.010421,0.20206,,
-3.0621,-0.83213,-1.278,-3.6437,-0.023849,0.20644,,
-2.5001,0.27627,-0.34904,-3.5533,-0.037886,0.20817,,
-1.8654,1.0953,-0.58363,-2.0193,-0.051335,0.20704,,
-1.2701,1.0713,-1.7637,-0.21912,-0.064502,0.20455,,
-0.29435,0.55551,-2.6921,0.66153,-0.077319,0.20052,,
1.1971,0.41751,-2.5153,0.41881,-0.08986,0.194,,
2.4603,1.0206,-1.5219,-0.0066487,-0.10269,0.18516,,
2.3799,1.6493,-0.63963,0.10657,-0.11561,0.1736,,
0.68469,1.1336,-0.36588,0.49193,-0.12834,0.15928,,
-1.501,-0.85205,-0.3635,0.39215,-0.14075,0.1423,,
-2.5596,-3.1912,-0.12309,-0.35539,-0.15279,0.123,,
-1.9248,-4,0.2324,-0.99995,-0.16443,0.10185,,
-0.62945,-3.1956,0.052662,-0.7812,-0.17572,0.079062,,
-0.21917,-1.1382,-0.96927,0.1,-0.18655,0.054758,,
-1.1704,0.33568,-2.271,0.65201,-0.19681,0.029178,,
-2.4975,0.48959,-2.9135,0.29384,-0.20651,0.0030591,,
-2.9047,-0.0059224,-2.5002,-0.34433,-0.21578,-0.02315,,
-2.1391,-0.08902,-1.4288,-0.079069,-0.22457,-0.049189,,
-1.0721,0.40068,-0.28332,1.3704,-0.23282,-0.074917,,
-0.56871,0.65359,0.7757,2.875,-0.2405,-0.10004,,
-0.56561,0.050821,1.8495,3.009,-0.24753,-0.12402,,
-0.40299,-0.92286,2.6593,1.6115,-0.25373,-0.14592,,
0.12964,-1.183,2.464,-0.0054673,-0.25824,-0.16405,,
0.40882,-0.3844,0.9032,-0.49702,-0.25974,-0.17843,,
-0.25607,0.57092,-1.1674,0.051468,-0.25844,-0.19087,,
-1.6764,0.57471,-2.0839,0.33423,-0.25598,-0.20085,,
-2.8504,-0.28499,-0.89825,-0.52653,-0.25237,-0.20721,,
-2.971,-0.69517,1.5231,-1.8074,-0.24798,-0.20977,,
-2.1551,0.36798,3.0863,-1.9194,-0.24303,-0.20848,,
-1.0724,2.3026,2.3005,-0.26374,-0.23501,-0.20504,,
-0.058049,3.3622,-0.35336,1.9099,-0.22298,-0.2001,,
1.0842,2.524,-2.9148,2.6213,-0.20847,-0.19245,,
2.3566,0.6361,-3.7415,1.1321,-0.19419,-0.18106,,
3.0034,-0.51438,-2.7495,-1.3235,-0.18162,-0.16589,,
2.1069,-0.19033,-1.0414,-2.8226,-0.16893,-0.14825,,
-0.15311,0.53512,0.34807,-2.5522,-0.15573,-0.13105,,
-2.1437,0.14488,1.157,-1.2583,-0.14353,-0.11502,,
-2.0813,-1.404,1.6312,-0.1321,-0.13234,-0.10041,,
0.1666,-2.4705,1.7705,0.38019,-0.12266,-0.086037,,
2.716,-1.5497,1.1772,0.62567,-0.11488,-0.070037,,
3.2902,0.90901,-0.34465,0.88458,-0.10895,-0.053326,,
1.2834,2.7661,-2.2758,0.83857,-0.10492,-0.036475,,
-1.772,2.3057,-3.615,0.10034,-0.10283,-0.020803,,
-3.7056,-0.078678,-3.6721,-1.0065,-0.10308,-0.0060379,,
-3.5703,-2.3793,-2.5341,-1.5418,-0.10562,0.0082015,,
-2.0798,-2.9885,-0.83747,-0.9348,-0.11001,0.021399,,
-0.50236,-2.0252,0.75707,0.33624,-0.11606,0.033088,,
0.56415,-0.74746,1.9151,1.2275,-0.12347,0.043243,,
1.2949,-0.022253,2.6171,1.2437,-0.13187,0.053173,,
1.8433,0.32173,2.9254,0.89935,-0.14058,0.063711,,
1.8323,0.74648,2.8915,0.94979,-0.14804,0.074398,,
0.76809,1.081,2.5986,1.3631,-0.15352,0.084178,,
-1.1979,0.69596,2.1541,1.3381,-0.15831,0.092641,,
-3.1321,-0.49297,1.6046,0.35805,-0.16234,0.1004,,
-4,-1.5925,0.92875,-0.9784,-0.16415,0.10769,,
-3.47,-1.5641,0.14297,-1.4681,-0.16355,0.11452,,
-1.9777,-0.38646,-0.61038,-0.67775,-0.16006,0.12033,,
-0.26427,0.87859,-1.1278,0.42269,-0.15352,0.12435,,
1.176,1.2567,-1.3009,0.38567,-0.14415,0.12694,,
2.1918,0.89579,-1.169,-1.1626,-0.13247,0.12911,,
2.7816,0.73381,-0.83327,-3.0112,-0.11947,0.13088,,
2.9655,1.2176,-0.39698,-3.5822,-0.10563,0.13086,,
2.8141,1.6644,-4.6343e-05,-2.559,-0.090832,0.12789,,
2.4599,1.0984,0.1624,-1.1395,-0.075328,0.12263,,
1.9962,-0.41505,-0.015054,-0.75426,-0.059492,0.11567,,
1.4032,-1.6031,-0.36064,-1.5917,-0.043674,0.10646,,
0.64009,-1.3295,-0.5069,-2.4619,-0.028174,0.095188,,
-0.20422,0.032196,-0.28527,-2.184,-0.01373,0.081729,,
-0.91115,0.83534,-0.040975,-0.88467,-0.00078531,0.066029,,
-1.2996,-0.12581,-0.39562,0.19546,0.010805,0.048335,,
-1.3485,-2.2675,-1.5538,0.071516,0.021264,0.028902,,
-1.1391,-3.7506,-2.8876,-0.8909,0.030501,0.0082014,,
-0.74527,-3.3694,-3.3799,-1.3636,0.037653,-0.013536,,
-0.26018,-1.7698,-2.5969,-0.49989,0.042087,-0.03611,,
0.10762,-0.70296,-1.2111,1.1421,0.044557,-0.059303,,
0.11366,-1.1502,-0.46731,2.1224,0.046111,-0.082737,,
-0.24245,-2.3525,-1.0439,1.5021,0.046032,-0.10593,,
-0.58768,-2.7401,-2.4018,-0.27558,0.043951,-0.12848,,
-0.50374,-1.6873,-3.3294,-1.8693,0.039875,-0.15008,,
-0.067372,-0.16999,-3.1128,-2.2887,0.033304,-0.17066,,
0.052903,0.34112,-2.1081,-1.6528,0.024393,-0.19032,,
-0.76699,-0.49911,-1.2588,-0.81631,0.013111,-0.20887,,
-2.3128,-1.5329,-1.1361,-0.41064,-0.0002615,-0.22599,,
-3.5061,-1.3408,-1.4378,-0.30842,-0.01546,-0.24149,,
-3.3539,0.24168,-1.3648,0.08017,-0.032241,-0.25527,,
-1.9803,1.9143,-0.41822,1.0494,-0.050396,-0.26739,,
-0.62714,2.1804,1.1608,2.2122,-0.069653,-0.27789,,
-0.52373,0.76503,2.5549,2.8215,-0.089685,-0.28662,,
-1.732,-1.2046,2.905,2.4315,-0.11012,-0.29289,,
-3.1303,-2.3197,1.8391,1.2765,-0.13052,-0.29542,,
-3.5267,-2.1173,-0.25673,0.070996,-0.15051,-0.29438,,
-2.7483,-1.2583,-2.3343,-0.55391,-0.16986,-0.29131,,
-1.6538,-0.65636,-3.2396,-0.48322,-0.18849,-0.28639,,
-1.1775,-0.55166,-2.5113,-0.13439,-0.2064,-0.27963,,
-1.4374,-0.42405,-0.80031,-0.079186,-0.22341,-0.27091,,
-1.7311,0.30333,0.53742,-0.56083,-0.23926,-0.25927,,
-1.2695,1.57,0.51637,-1.2717,-0.25372,-0.24482,,
0.11908,2.6692,-0.58525,-1.5705,-0.26657,-0.22855,,
1.8582,2.8651,-1.4993,-1.0015,-0.2778,-0.21166,,
3.0052,2.018,-1.2603,0.29992,-0.28756,-0.19467,,
2.7994,0.68108,-0.18366,1.6707,-0.29602,-0.17723,,
1.1237,-0.35013,0.48539,2.4349,-0.3032,-0.15883,,
-1.2907,-0.62347,-0.092633,2.4514,-0.309,-0.1391,,
-3.134,-0.30873,-1.3766,2.1453,-0.31334,-0.11889,,
-3.3204,-0.0015737,-1.9248,1.993,-0.31636,-0.099441,,
-1.8612,-0.22069,-0.87676,2.0077,-0.31842,-0.08059,,
0.0052681,-0.96463,1.1576,1.7677,-0.31961,-0.061786,,
0.77283,-1.6683,2.6541,0.99322,-0.31995,-0.043009,,
-0.0075104,-1.6322,2.5898,0.0081751,-0.31921,-0.023942,,
-1.321,-0.61769,1.3178,-0.46535,-0.31628,-0.0046434,,
-1.7119,0.9006,0.031048,-0.025851,-0.30996,0.014755,,
-0.77882,2.0941,-0.46093,0.95118,-0.30164,0.034181,,
0.40709,2.4691,-0.34867,1.6701,-0.29342,0.053653,,
0.45187,2.2405,-0.34836,1.7281,-0.28443,0.073087,,
-0.82421,2.0099,-0.77678,1.4873,-0.2741,0.092463,,
-2.1055,2.072,-1.1976,1.5802,-0.26146,0.11164,,
-1.8901,2.0979,-0.92694,2.1029,-0.24667,0.13036,,
-0.030892,1.5655,0.22258,2.4483,-0.23124,0.14855,,
2.0915,0.47912,1.6939,2.0166,-0.21568,0.1661,,
2.903,-0.45921,2.5926,1.0009,-0.19952,0.18295,,
2.0661,-0.49549,2.3563,0.29488,-0.18148,0.19906,,
0.59493,0.37743,1.1363,0.54203,-0.16154,0.21423,,
-0.30476,1.3734,-0.32005,1.3668,-0.14105,0.22834,,
-0.35985,1.7239,-1.152,1.6776,-0.12112,0.24137,,
-0.22413,1.4696,-0.95085,0.77743,-0.1012,0.25334,,
-0.54224,1.3325,-0.027522,-0.89353,-0.081494,0.26435,,
-1.1861,1.797,0.86029,-2.1678,-0.062522,0.27435,,
-1.4145,2.465,1.163,-2.2463,-0.044026,0.28319,,
-0.66937,2.4732,1.0478,-1.3154,-0.02503,0.29071,,
0.84009,1.5409,1.2069,-0.12182,-0.0053,0.29665,,
2.2632,0.42393,2.0191,0.80701,0.014061,0.30074,,
2.7366,0.17471,2.957,1.4259,0.032707,0.30369,,
1.9759,0.96895,2.9555,1.7852,0.050729,0.30642,,
0.45168,1.8199,1.5436,1.6712,0.068384,0.30821,,
-0.90665,1.555,-0.4298,0.88345,0.085594,0.30871,,
-1.3076,0.029819,-1.3965,-0.21791,0.10217,0.30841,,
-0.64597,-1.7168,-0.55283,-0.77667,0.1179,0.30721,,
0.42157,-2.4883,1.2725,-0.27729,0.13233,0.30532,,
1.0439,-1.9935,2.3439,0.75771,0.14518,0.30273,,
0.97651,-0.86669,1.6664,1.1433,0.15745,0.29964,,
0.82972,0.17909,-0.067299,0.24695,0.17024,0.29641,,
1.3862,0.96926,-1.2447,-1.2645,0.18221,0.29321,,
2.5974,1.6148,-0.98494,-2.0526,0.19275,0.28994,,
3.382,1.9367,0.082861,-1.5079,0.20238,0.28595,,
2.6411,1.5033,0.64966,-0.34934,0.21068,0.28007,,
0.54805,0.3227,0.17429,0.24271,0.21819,0.27193,,
-1.3294,-0.7783,-0.63075,-0.036736,0.22509,0.26322,,
-1.414,-0.81308,-0.72103,-0.30257,0.23133,0.25441,,
0.29784,0.25062,0.016422,0.39531,0.23633,0.24473,,
2.1373,1.256,0.6169,1.8161,0.23935,0.23397,,
2.3561,0.97193,0.071174,2.6723,0.24032,0.22185,,
0.81921,-0.56239,-1.5898,2.0276,0.24014,0.20948,,
-0.95034,-1.9947,-3.2922,0.39027,0.23877,0.1973,,
-1.39,-2.0633,-3.9321,-0.78127,0.23474,0.18461,,
-0.44253,-0.92483,-3.2653,-0.63676,0.22784,0.17171,,
0.57168,0.094937,-1.8674,0.20551,0.21865,0.15899,,
0.50187,0.054699,-0.47787,0.45122,0.20694,0.14547,,
-0.41926,-0.53113,0.49601,-0.33591,0.19248,0.13104,,
-0.97892,-0.35658,1.0222,-1.1978,0.1755,0.11734,,
-0.45143,1.0349,1.1884,-0.85448,0.15606,0.10476,,
0.54586,2.5594,1.0775,0.83188,0.13448,0.092031,,
0.71163,2.7111,0.82482,2.6457,0.11112,0.079038,,
-0.5549,1.2523,0.55878,3.2255,0.086825,0.065538,,
-2.5399,-0.46437,0.24198,2.3767,0.062734,0.051589,,
-3.9207,-0.94243,-0.32709,1.0963,0.039572,0.037772,,
-3.9328,-0.13594,-1.1788,0.40995,0.017252,0.02463,,
-2.825,0.60284,-1.8927,0.42362,-0.0042076,0.011338,,
-1.3658,0.14478,-1.8528,0.54036,-0.024604,-0.0034891,,
-0.13648,-1.0801,-0.93091,0.40821,-0.044046,-0.018689,,
0.6857,-1.5411,0.157,0.35923,-0.062189,-0.032698,,
1.1073,-0.3258,0.38793,0.86611,-0.077807,-0.044737,,
1.1554,1.8128,-0.50264,1.757,-0.090184,-0.05455,,
0.94581,3.212,-1.5786,2.2258,-0.099436,-0.062574,,
0.69606,2.9682,-1.5679,1.6686,-0.10644,-0.068782,,
0.49575,1.6923,-0.248,0.37809,-0.11292,-0.072726,,
0.12995,0.65608,1.1227,-0.72853,-0.11904,-0.073987,,
-0.66334,0.43451,0.88919,-1.0442,-0.12372,-0.072528,,
-1.6877,0.5658,-1.232,-0.80881,-0.12659,-0.068364,,
-2.214,0.43108,-3.5263,-0.68392,-0.12782,-0.061784,,
