"r",,"u",,"y",,"fs",
1.7654,0.956,0.82375,-0.39366,-0.082448,0.0058751,,
2.1667,1.0116,0.96024,-0.91371,-0.067467,0.0068182,,
1.5718,0.50464,0.85659,-0.91833,-0.050511,0.0070656,,
0.70132,-0.28307,0.55298,-0.4063,-0.031745,0.0064464,,
0.42417,-0.91335,0.29109,0.33869,-0.011423,0.005361,,
0.94824,-1.0355,0.2361,0.90137,0.010058,0.0043649,,
1.7143,-0.58132,0.31707,0.96593,0.032359,0.0040184,,
2.0155,0.19645,0.32092,0.49774,0.055144,0.0045524,,
1.6619,0.8649,0.11139,-0.24244,0.078134,0.0056205,,
1.0592,1.0518,-0.24282,-0.84149,0.10101,0.0066583,,
0.72223,0.65292,-0.53734,-0.96457,0.12349,0.0071157,,
0.78484,-0.10969,-0.6239,-0.54505,0.14523,0.0066923,,
0.96688,-0.81125,-0.54461,0.18521,0.16588,0.0056254,,
0.93817,-1.0608,-0.47948,0.81894,0.18512,0.004552,,
0.65183,-0.71913,-0.55668,0.99999,0.20255,0.0040282,,
0.33569,0.023449,-0.70453,0.62851,0.21799,0.0043667,,
0.21799,0.75301,-0.71319,-0.088237,0.23132,0.0054118,,
0.29736,1.0627,-0.47637,-0.74995,0.24215,0.0065359,,
0.36582,0.77969,-0.16226,-0.98592,0.25018,0.0071167,,
0.22543,0.061702,-0.09835,-0.6662,0.25538,0.0068434,,
-0.12237,-0.69077,-0.4288,0.031491,0.25788,0.0058932,,
-0.48189,-1.0578,-0.88671,0.71901,0.25776,0.0047911,,
-0.64651,-0.83444,-0.9722,1.0095,0.25463,0.0041496,,
-0.59014,-0.14522,-0.42205,0.74067,0.24807,0.0043453,,
-0.48735,0.62514,0.48198,0.063679,0.23807,0.0052709,,
-0.53117,1.0464,1.1017,-0.64358,0.22534,0.0064135,,
-0.71617,0.88325,0.99802,-0.98393,0.21069,0.0071552,,
-0.8192,0.2266,0.33711,-0.76824,0.19485,0.007059,,
-0.63628,-0.55672,-0.26187,-0.11747,0.17813,0.0062174,,
-0.25278,-1.029,-0.27812,0.60636,0.16002,0.0050743,,
-0.032813,-0.92607,0.27475,0.99569,0.14029,0.0042813,,
-0.2695,-0.30542,0.89661,0.83251,0.11962,0.0043046,,
-0.82171,0.48606,1.0425,0.2094,0.099277,0.0050992,,
-1.1505,1.0058,0.53672,-0.52603,0.080495,0.0062512,,
-0.79783,0.96288,-0.34624,-0.96045,0.063657,0.007098,,
0.13274,0.38128,-1.1063,-0.85063,0.048403,0.0071781,,
0.99703,-0.41373,-1.3344,-0.25942,0.03412,0.006417,,
1.1632,-0.97724,-0.94339,0.48424,0.020493,0.0052859,,
0.58207,-0.99373,-0.21456,0.96224,0.0076125,0.0043847,,
-0.17352,-0.45384,0.34838,0.90514,-0.0037612,0.0042062,,
-0.43109,0.34025,0.35347,0.34647,-0.013027,0.0048992,,
0.0037828,0.94382,-0.13776,-0.40137,-0.020196,0.0060085,,
0.72845,1.0187,-0.59615,-0.91791,-0.025773,0.0069617,,
1.1242,0.5228,-0.45666,-0.91289,-0.030702,0.0071895,,
0.84313,-0.26612,0.32629,-0.39067,-0.035655,0.0065709,,
0.01285,-0.90594,1.1552,0.35756,-0.040544,0.0054574,,
-0.90425,-1.0379,1.3019,0.91117,-0.0446,0.0044646,,
-1.4091,-0.58793,0.61873,0.95738,-0.047057,0.004131,,
-1.2403,0.19182,-0.28952,0.47192,-0.047885,0.0046434,,
-0.53397,0.86403,-0.65817,-0.27314,-0.047899,0.0057477,,
0.215,1.0516,-0.32849,-0.85907,-0.048026,0.0067629,,
0.45873,0.64904,0.12434,-0.95579,-0.048414,0.0071333,,
0.040688,-0.11777,0.067159,-0.51037,-0.048426,0.0066559,,
-0.595,-0.81853,-0.46529,0.22831,-0.047228,0.0055846,,
-0.73123,-1.0598,-0.80565,0.84502,-0.044784,0.0045118,,
-0.053563,-0.70596,-0.44623,0.99084,-0.041899,0.0040622,,
0.96644,0.044391,0.29987,0.58515,-0.039315,0.004446,,
1.4479,0.76986,0.55858,-0.14423,-0.037103,0.0054707,,
0.94853,1.0628,-0.16019,-0.78705,-0.034546,0.0065545,,
-0.070572,0.75859,-1.3287,-0.98009,-0.031398,0.0070685,,
-0.69402,0.027949,-1.8316,-0.61674,-0.028356,0.0067504,,
-0.48649,-0.71846,-1.0599,0.099689,-0.026639,0.005725,,
0.082403,-1.061,0.45978,0.76727,-0.026737,0.0046,,
0.20064,-0.80687,1.5199,1.0071,-0.027721,0.0040041,,
-0.34525,-0.098913,1.3283,0.68489,-0.028951,0.0042581,,
-0.91056,0.66474,0.20073,-0.01727,-0.030096,0.0052403,,
-0.73697,1.0544,-0.81407,-0.7044,-0.030578,0.0063456,,
0.11519,0.85075,-0.92029,-0.98778,-0.031609,0.0069896,,
0.72202,0.1682,-0.20508,-0.70908,-0.034792,0.0068074,,
0.25897,-0.60909,0.58186,-0.025367,-0.039518,0.0058649,,
-1.042,-1.0435,0.77756,0.67983,-0.044536,0.0047397,,
-2.0033,-0.89024,0.33331,1.0066,-0.048653,0.0040169,,
-1.6271,-0.23554,-0.25518,0.77062,-0.051626,0.0041073,,
-0.09737,0.55191,-0.4588,0.10589,-0.054149,0.0050192,,
1.3602,1.0284,-0.14147,-0.61357,-0.057105,0.0061638,,
1.6133,0.92538,0.39818,-0.97994,-0.060625,0.0069097,,
0.62225,0.3007,0.71302,-0.7874,-0.063947,0.0068727,,
-0.62471,-0.49356,0.55651,-0.14526,-0.066211,0.0060243,,
-1.0806,-1.0096,0.032103,0.58621,-0.066968,0.0048701,,
-0.53012,-0.95622,-0.52667,0.99204,-0.066611,0.0040347,,
0.37408,-0.36347,-0.83557,0.84213,-0.065791,0.0040009,,
0.81654,0.43439,-0.86403,0.22235,-0.065057,0.0048017,,
0.52315,0.98719,-0.79635,-0.51778,-0.064492,0.0059391,,
-0.12275,0.98285,-0.79278,-0.95862,-0.063791,0.0068066,,
-0.51667,0.42369,-0.80918,-0.85143,-0.062802,0.0069145,,
-0.3508,-0.37473,-0.67293,-0.25798,-0.061706,0.0061735,,
0.19773,-0.9616,-0.34957,0.48842,-0.060887,0.0050186,,
0.66985,-1.0054,-0.074741,0.96431,-0.060604,0.0041179,,
0.69617,-0.48122,-0.14232,0.89935,-0.061011,0.0039432,,
0.2538,0.31489,-0.5407,0.33185,-0.062247,0.0046425,,
-0.35672,0.93311,-0.85871,-0.41816,-0.064387,0.0057937,,
-0.77723,1.024,-0.65426,-0.92551,-0.067659,0.006733,,
-0.8793,0.53595,0.057055,-0.90239,-0.072245,0.0069538,,
-0.8211,-0.25514,0.726,-0.36336,-0.077958,0.006323,,
-0.82258,-0.902,0.74387,0.38817,-0.084549,0.0052126,,
-0.89521,-1.0387,0.037269,0.92593,-0.091563,0.0042418,,
-0.83537,-0.58779,-0.83332,0.94362,-0.098565,0.0039547,,
-0.51194,0.19576,-1.191,0.43263,-0.1058,0.0045206,,
-0.11702,0.86857,-0.85395,-0.31793,-0.11403,0.0056614,,
-0.036888,1.0498,-0.24998,-0.88238,-0.12316,0.0066869,,
-0.41803,0.63669,0.038512,-0.93988,-0.13217,0.0070249,,
-0.90659,-0.13697,-0.20176,-0.45932,-0.14079,0.006509,,
-0.92486,-0.83312,-0.69709,0.28861,-0.14904,0.0054063,,
-0.27003,-1.0574,-1.0211,0.87942,-0.15682,0.0043892,,
0.5928,-0.68261,-0.97863,0.97554,-0.16447,0.0039887,,
0.91143,0.079009,-0.66918,0.52414,-0.17212,0.0044459,,
0.36365,0.7959,-0.29118,-0.21905,-0.1795,0.0055447,,
-0.61397,1.0617,0.036782,-0.83209,-0.18653,0.0066179,,
-1.2313,0.72554,0.28423,-0.96596,-0.19321,0.0070808,,
-1.0758,-0.022059,0.4385,-0.54633,-0.19946,0.0066794,,
-0.44343,-0.7572,0.49198,0.18996,-0.20515,0.0056336,,
0.015696,-1.0629,0.47815,0.82521,-0.21032,0.0045493,,
-0.077658,-0.76549,0.45813,0.99588,-0.21474,0.0040424,,
-0.56016,-0.033703,0.4429,0.60653,-0.21828,0.0044131,,
-0.9892,0.71727,0.3753,-0.12191,-0.22086,0.0054597,,
-1.0758,1.0611,0.23548,-0.7756,-0.22233,0.0065495,,
-0.84844,0.8025,0.13189,-0.98112,-0.22264,0.0070999,,
-0.49182,0.088125,0.21311,-0.62373,-0.22175,0.0068214,,
-0.14008,-0.67636,0.4494,0.094103,-0.21957,0.0058218,,
0.15899,-1.0567,0.55355,0.76556,-0.21598,0.0046843,,
0.37105,-0.8366,0.22024,1.006,-0.21064,0.0040934,,
0.46252,-0.14107,-0.50948,0.6793,-0.2035,0.0043437,,
0.45929,0.63469,-1.1693,-0.028081,-0.19477,0.0053037,,
0.44443,1.0497,-1.2384,-0.71432,-0.18521,0.0064509,,
0.45496,0.86784,-0.63601,-0.98692,-0.17549,0.0070972,,
0.42147,0.19244,0.17249,-0.6918,-0.16562,0.006911,,
0.27345,-0.59248,0.59171,0.0029496,-0.15528,0.005959,,
0.096841,-1.0404,0.44569,0.70313,-0.14413,0.0048103,,
0.10154,-0.89632,0.11755,1.0077,-0.13232,0.0041218,,
0.363,-0.24212,0.11619,0.74323,-0.12034,0.0042634,,
0.62703,0.54995,0.5358,0.061011,-0.10911,0.005172,,
0.47885,1.029,0.9565,-0.65084,-0.098922,0.0063192,,
-0.21621,0.9221,0.86607,-0.98472,-0.089192,0.0070549,,
-1.0634,0.29005,0.18079,-0.75125,-0.079369,0.0069583,,
-1.4177,-0.50727,-0.64812,-0.083896,-0.069352,0.0060634,,
-0.97812,-1.0156,-1.0258,0.63846,-0.059675,0.004898,,
-0.10049,-0.94529,-0.72478,1.0016,-0.051107,0.0041401,,
0.52056,-0.33616,-0.040513,0.79816,-0.04386,0.0041765,,
0.50563,0.46464,0.50397,0.14542,-0.03745,0.0050176,,
0.12409,1.0006,0.59015,-0.58515,-0.031033,0.0061795,,
-0.026157,0.96598,0.31295,-0.97508,-0.024209,0.0069729,,
0.34377,0.38041,0.0079911,-0.80195,-0.017232,0.0069748,,
0.90972,-0.42221,-0.086803,-0.16548,-0.010816,0.0061444,,
1.0594,-0.98399,-0.0064056,0.57261,-0.0054308,0.0049924,,
0.50569,-0.98428,0.053131,0.98888,-0.00102,0.0041567,,
-0.41881,-0.42277,-0.009433,0.84472,0.0027587,0.0041052,,
-1.0507,0.38013,-0.080245,0.22379,0.0062566,0.0048823,,
-0.9703,0.96605,0.038615,-0.5197,0.0094968,0.0060415,,
-0.32596,1.0003,0.38423,-0.95958,0.012317,0.0069188,,
0.34737,0.46322,0.7391,-0.84444,0.014645,0.007008,,
0.6018,-0.33855,0.81165,-0.24127,0.016783,0.0062641,,
0.40398,-0.94693,0.52586,0.50702,0.019157,0.0051162,,
0.065914,-1.0142,0.11774,0.97099,0.02194,0.0042359,,
-0.096898,-0.50175,-0.077664,0.88378,0.024884,0.0040804,,
-0.0385,0.29758,0.059183,0.2969,0.027708,0.0047931,,
0.04774,0.92682,0.3326,-0.45466,0.030396,0.0059489,,
-0.0073012,1.026,0.45168,-0.93955,0.033286,0.0068643,,
-0.13868,0.53837,0.32449,-0.87986,0.036821,0.0070549,,
-0.11188,-0.25735,0.11539,-0.3109,0.04121,0.006381,,
0.20345,-0.90587,0.02705,0.44322,0.046223,0.0052409,,
0.64251,-1.036,0.074792,0.94936,0.051543,0.0042846,,
0.86075,-0.5731,0.1189,0.91587,0.056984,0.004056,,
0.6638,0.21794,0.089507,0.3635,0.062619,0.0046847,,
0.2173,0.88424,0.10526,-0.39179,0.068553,0.0058414,,
-0.096536,1.0442,0.3114,-0.91611,0.074734,0.0068213,,
-0.044338,0.60596,0.62334,-0.90848,0.081058,0.0070921,,
0.24588,-0.17945,0.71218,-0.37464,0.087451,0.0064979,,
0.44399,-0.86209,0.2977,0.38105,0.09404,0.0053584,,
0.36829,-1.0507,-0.54122,0.92447,0.10082,0.0043496,,
0.14422,-0.63698,-1.3867,0.94177,0.10747,0.0040314,,
0.015908,0.14196,-1.8288,0.42443,0.11337,0.0046057,,
0.054151,0.83955,-1.7784,-0.33092,0.11777,0.0057343,,
0.1111,1.0557,-1.44,-0.89043,0.12033,0.0067714,,
0.060209,0.6662,-1.0499,-0.93154,0.12148,0.0071115,,
0.0024782,-0.10553,-0.69707,-0.43231,0.12164,0.0065459,,
0.15431,-0.81676,-0.38778,0.3221,0.12035,0.0054297,,
0.52886,-1.0592,-0.20042,0.89793,0.11704,0.0044237,,
0.80524,-0.69367,-0.26004,0.96192,0.11162,0.0040598,,
0.59046,0.070227,-0.54498,0.47891,0.10388,0.0045615,,
-0.1781,0.79385,-0.79712,-0.27394,0.093814,0.0056625,,
-1.1279,1.0616,-0.72136,-0.86336,0.08147,0.0067199,,
-1.7672,0.71943,-0.28915,-0.94921,0.066948,0.0071129,,
-1.8855,-0.036096,0.19923,-0.48394,0.050523,0.0066371,,
-1.6359,-0.77093,0.3902,0.26639,0.032496,0.0055605,,
-1.275,-1.0627,0.20824,0.87015,0.013287,0.0044788,,
-0.91286,-0.74354,-0.11267,0.97725,-0.0067471,0.0040385,,
-0.54445,0.0031803,-0.31293,0.52757,-0.027231,0.004486,,
-0.24294,0.74813,-0.35591,-0.22019,-0.047994,0.005575,,
-0.18935,1.0628,-0.37328,-0.83515,-0.068923,0.0066603,,
-0.45364,0.76605,-0.41631,-0.96214,-0.089599,0.0071079,,
-0.81126,0.028487,-0.35225,-0.52967,-0.10965,0.006689,,
-0.88593,-0.72553,-0.04537,0.21452,-0.12888,0.0056329,,
-0.51938,-1.062,0.4097,0.84202,-0.14704,0.0045385,,
0.041004,-0.78703,0.7184,0.98852,-0.16394,0.0040325,,
0.37185,-0.05888,0.67398,0.57075,-0.17919,0.0044282,,
0.28381,0.70324,0.37036,-0.1703,-0.1924,0.0054738,,
-0.03461,1.0603,0.095355,-0.80737,-0.20337,0.0065775,,
-0.27437,0.80654,0.038662,-0.97172,-0.21231,0.0070893,,
-0.33903,0.087977,0.15257,-0.57049,-0.21946,0.0067233,,
-0.36751,-0.68135,0.2946,0.16629,-0.22467,0.0056912,,
-0.46143,-1.058,0.42355,0.81425,-0.2276,0.0045884,,
-0.4942,-0.82464,0.57496,0.99656,-0.22794,0.0040352,,
-0.25974,-0.11576,0.67328,0.60924,-0.22569,0.0043576,,
0.22473,0.65994,0.49669,-0.12407,-0.22086,0.0053894,,
0.65696,1.055,-0.060068,-0.78002,-0.21355,0.0065325,,
0.735,0.84139,-0.7056,-0.9784,-0.20407,0.0070917,,
0.4664,0.14223,-0.86375,-0.60607,-0.19287,0.0067564,,
0.14213,-0.63908,-0.19122,0.12252,-0.1806,0.005756,,
0.018755,-1.0515,1.0014,0.78751,-0.16751,0.0046303,,
0.092784,-0.85686,1.907,1.002,-0.15325,0.0040367,,
0.20965,-0.16737,1.8844,0.64253,-0.13715,0.0043267,,
0.31452,0.61885,1.011,-0.082722,-0.119,0.0053137,,
0.48385,1.0476,-0.029759,-0.75472,-0.099817,0.0064435,,
0.6958,0.87112,-0.5842,-0.98292,-0.08072,0.0070679,,
0.69237,0.19118,-0.55347,-0.6369,-0.061603,0.0067861,,
0.21841,-0.59931,-0.3253,0.083467,-0.042737,0.005787,,
-0.57165,-1.0434,-0.27685,0.76268,-0.024551,0.0046544,,
-1.0604,-0.88421,-0.42183,1.0051,-0.0066224,0.0040309,,
-0.66997,-0.21367,-0.52789,0.67109,0.011276,0.0042894,,
0.52406,0.58051,-0.4749,-0.045681,0.028514,0.0052446,,
1.7331,1.0389,-0.40671,-0.73068,0.044396,0.0063907,,
2.0946,0.89621,-0.52144,-0.98519,0.058639,0.0070399,,
1.416,0.23484,-0.79892,-0.66303,0.071081,0.006802,,
0.29632,-0.56252,-0.99982,0.049137,0.081611,0.0058269,,
-0.47163,-1.0343,-0.92521,0.73995,0.089816,0.0046815,,
-0.591,-0.90718,-0.61278,1.0064,0.095312,0.004034,,
-0.37722,-0.25469,-0.25914,0.69479,0.098057,0.0042141,,
-0.28443,0.54537,0.00036114,-0.013796,0.098154,0.0051748,,
-0.42274,1.0295,0.17883,-0.70911,0.09565,0.0063287,,
-0.56201,0.91717,0.31229,-0.98607,0.090622,0.0070147,,
-0.51518,0.27325,0.33504,-0.68531,0.083287,0.0068298,,
-0.39346,-0.52911,0.15749,0.018913,0.073864,0.0058751,,
-0.44791,-1.0248,-0.14498,0.71948,0.062521,0.0047121,,
-0.73368,-0.92624,-0.3056,1.0071,0.049505,0.0040295,,
-1.0209,-0.29051,-0.092803,0.71535,0.035045,0.004178,,
-1.0458,0.51379,0.4459,0.014151,0.019488,0.0051094,,
-0.78302,1.0201,1.0074,-0.68983,0.0034269,0.0062843,,
-0.42704,0.93444,1.3189,-0.98597,-0.012332,0.006993,,
-0.14634,0.30648,1.364,-0.70358,-0.026958,0.0068446,,
0.061701,-0.49943,1.2949,-0.0064131,-0.039991,0.0058996,,
0.25558,-1.0154,1.1702,0.70185,-0.051321,0.0047394,,
0.37195,-0.94182,0.86801,1.0068,-0.060964,0.0040477,,
0.26342,-0.3212,0.31338,0.7315,-0.068585,0.0041753,,
-0.07002,0.48606,-0.26795,0.036964,-0.073689,0.0050923,,
-0.3661,1.011,-0.44216,-0.67382,-0.076061,0.0062383,,
-0.30163,0.94844,0.007826,-0.98535,-0.075697,0.0069454,,
0.18123,0.33465,0.7672,-0.71764,-0.072753,0.0068195,,
0.80023,-0.47372,1.1902,-0.026761,-0.067227,0.0059347,,
1.2123,-1.0067,0.87577,0.68724,-0.058713,0.0047779,,
1.3311,-0.95433,0.045909,1.0063,-0.047297,0.0040455,,
1.3187,-0.34686,-0.67247,0.74456,-0.033725,0.0041438,,
1.2853,0.46243,-0.84405,0.055255,-0.018488,0.0050385,,
1.0991,1.0027,-0.59468,-0.66068,-0.0022206,0.0062357,,
0.58125,0.95953,-0.39694,-0.98446,0.014293,0.0069836,,
-0.13536,0.35785,-0.54396,-0.72881,0.03078,0.0069002,,
-0.5654,-0.4522,-0.88704,-0.042721,0.047557,0.0060097,,
-0.3012,-0.99901,-1.0562,0.67592,0.064097,0.004826,,
0.50829,-0.96408,-0.87804,1.0054,0.079237,0.0040618,,
1.1889,-0.36761,-0.51619,0.75371,0.092242,0.0041784,,
1.1296,0.44306,-0.24027,0.068621,0.10287,0.0050878,,
0.35448,0.99564,-0.14883,-0.65129,0.11125,0.006243,,
-0.51516,0.96802,-0.14336,-0.98419,0.11733,0.0070046,,
-0.87355,0.37617,-0.11948,-0.73674,0.12076,0.0068881,,
-0.6808,-0.43502,-0.084692,-0.054023,0.12134,0.0060222,,
-0.40411,-0.99262,-0.075992,0.66756,0.1188,0.0048675,,
-0.46819,-0.97138,-0.051185,1.0047,0.11335,0.0041088,,
-0.83162,-0.38354,0.055212,0.76009,0.10535,0.0041994,,
-1.1076,0.4281,0.18869,0.07761,0.095067,0.0050794,,
-1.0221,0.99001,0.2011,-0.64481,0.082874,0.0062301,,
-0.67326,0.97418,0.081561,-0.98339,0.069171,0.0070109,,
-0.35438,0.38972,0.089657,-0.74127,0.054334,0.0069426,,
-0.21942,-0.42231,0.51673,-0.060499,0.038673,0.0060633,,
-0.19124,-0.9878,1.2563,0.66304,0.02261,0.0048814,,
-0.15166,-0.97644,1.711,1.0041,0.0068349,0.0040791,,
-0.10607,-0.39472,1.2844,0.76294,-0.0077006,0.0041718,,
-0.11176,0.41765,0.039383,0.081693,-0.020319,0.0050694,,
-0.12386,0.98604,-1.2109,-0.64196,-0.03119,0.0062536,,
-0.02955,0.97819,-1.5923,-0.98329,-0.040699,0.0070045,,
0.15331,0.39855,-0.98858,-0.74303,-0.049041,0.0069079,,
0.2275,-0.41414,-0.12316,-0.062284,-0.056699,0.006024,,
0.073646,-0.98472,0.18759,0.66227,-0.06297,0.0048625,,
-0.08135,-0.97943,-0.17237,1.004,-0.066563,0.0040887,,
0.18885,-0.40122,-0.58825,0.76273,-0.06767,0.0041426,,
0.98384,0.41178,-0.47461,0.080875,-0.067171,0.0050196,,
1.7588,0.98387,0.066283,-0.64304,-0.066251,0.0061865,,
1.7089,0.98019,0.42414,-0.98323,-0.065379,0.0069529,,
0.5869,0.40272,0.23062,-0.74111,-0.064085,0.0068847,,
-0.90967,-0.41057,-0.19799,-0.059084,-0.06193,0.006002,,
-1.6965,-0.9835,-0.24106,0.66492,-0.059213,0.0048259,,
-1.3157,-0.98045,0.2875,1.0042,-0.05666,0.0040499,,
-0.35513,-0.40307,0.91892,0.75976,-0.054662,0.0040924,,
0.18708,0.41051,1.0694,0.075696,-0.052936,0.0049766,,
-0.076886,0.98359,0.70145,-0.64748,-0.050643,0.0061618,,
-0.61227,0.98023,0.33183,-0.98345,-0.047442,0.0069131,,
-0.65746,0.40226,0.40542,-0.73625,-0.043723,0.0068428,,
-0.10729,-0.41161,0.78193,-0.051525,-0.039893,0.0059283,,
0.41474,-0.98416,0.91248,0.67106,-0.035833,0.0047482,,
0.33519,-0.97953,0.48048,1.0048,-0.030929,0.004004,,
-0.17757,-0.40029,-0.25235,0.7534,-0.024765,0.0040605,,
-0.41617,0.41386,-0.74962,0.065787,-0.017495,0.0049581,,
0.026405,0.9852,-0.75498,-0.65516,-0.0094967,0.0061377,,
0.77767,0.97834,-0.47422,-0.98417,-0.0012001,0.0069018,,
1.12,0.39715,-0.25839,-0.72872,0.0070069,0.0068107,,
0.81125,-0.41726,-0.24852,-0.039446,0.015479,0.005893,,
0.33064,-0.98669,-0.36917,0.68051,0.024478,0.0047508,,
0.28607,-0.97664,-0.54555,1.0052,0.033576,0.0039868,,
0.70243,-0.39285,-0.77087,0.74397,0.042132,0.004086,,
1.0135,0.4218,-0.94501,0.051363,0.049492,0.0050164,,
0.72863,0.98864,-0.8208,-0.66626,0.055194,0.0061848,,
-0.0239,0.97443,-0.27441,-0.98464,0.059136,0.0069293,,
-0.67136,0.38738,0.39698,-0.71756,0.061344,0.006814,,
-0.81926,-0.42748,0.62649,-0.022484,0.061901,0.0059063,,
-0.58455,-0.99101,0.15884,0.69329,0.060962,0.0047305,,
-0.33788,-0.97168,-0.57295,1.0059,0.058653,0.0039985,,
-0.27372,-0.38073,-0.81545,0.73133,0.054707,0.0041345,,
-0.33407,0.43429,-0.29424,0.031858,0.048417,0.0050426,,
-0.45567,0.99379,0.44162,-0.68083,0.039811,0.0062295,,
-0.68645,0.96838,0.5765,-0.98504,0.029767,0.0069655,,
-0.98338,0.37288,-0.084655,-0.70276,0.019154,0.0068053,,
-1.0511,-0.44222,-0.89448,-0.00032789,0.0084421,0.005884,,
-0.59921,-0.99695,-1.0872,0.70947,-0.0027019,0.0047267,,
0.20335,-0.9645,-0.62177,1.006,-0.015044,0.0040139,,
0.70924,-0.36384,-0.16824,0.71446,-0.028502,0.0041537,,
0.41124,0.45125,-0.28257,0.0075433,-0.042067,0.0050859,,
-0.43179,1.0005,-0.74414,-0.69831,-0.055263,0.0062723,,
-0.95561,0.96001,-0.83754,-0.98507,-0.068184,0.0069557,,
-0.58659,0.35359,-0.24785,-0.68459,-0.080945,0.0068147,,
0.29397,-0.46137,0.53009,0.025579,-0.093699,0.0058741,,
0.72062,-1.0043,0.75652,0.7282,-0.10631,0.0046934,,
0.19502,-0.95487,0.30874,1.0057,-0.11825,0.0040048,,
-0.76083,-0.34211,-0.18589,0.69428,-0.12917,0.0041645,,
-1.1967,0.47256,-0.12397,-0.021113,-0.13898,0.0051312,,
-0.79974,1.0084,0.35121,-0.71872,-0.14822,0.0062857,,
-0.20197,0.94905,0.53902,-0.9842,-0.15707,0.0069761,,
-0.18219,0.3294,0.059188,-0.66231,-0.16475,0.0067873,,
-0.7221,-0.4848,-0.6442,0.05679,-0.17072,0.005804,,
-1.0422,-1.0127,-0.80537,0.74974,-0.17508,0.0046581,,
-0.56684,-0.94251,-0.25256,1.0042,-0.17852,0.0039778,,
0.34982,-0.31545,0.35778,0.67001,-0.18144,0.0041767,,
0.81747,0.49806,0.29079,-0.054665,-0.18331,0.0051817,,
0.4531,1.0173,-0.38816,-0.74138,-0.18351,0.0063348,,
-0.18143,0.93521,-0.81973,-0.98219,-0.18206,0.0069731,,
-0.27397,0.30023,-0.27187,-0.63594,-0.17973,0.0067578,,
0.25206,-0.51233,1.0582,0.092694,-0.17735,0.0057492,,
0.65447,-1.0219,2.2108,0.77368,-0.17474,0.0045684,,
0.29533,-0.92709,2.3727,1.0013,-0.17076,0.0039389,,
-0.54629,-0.28374,1.5664,0.64127,-0.16448,0.0042073,,
-0.96589,0.52756,0.47065,-0.09255,-0.15622,0.0052018,,
-0.50091,1.0267,-0.28802,-0.7661,-0.14728,0.0063377,,
0.29442,0.91811,-0.58002,-0.97855,-0.13776,0.0069599,,
0.46795,0.26596,-0.60811,-0.60526,-0.12713,0.0066853,,
-0.2172,-0.54372,-0.51168,0.13305,-0.11581,0.0056702,,
-0.95799,-1.0314,-0.24111,0.79982,-0.10366,0.0045078,,
-0.75512,-0.90821,0.25248,0.99686,-0.09027,0.0039084,,
0.51334,-0.24689,0.83755,0.60836,-0.075669,0.0042286,,
1.9489,0.56078,1.2693,-0.13472,-0.060139,0.0052459,,
2.5158,1.0361,1.3707,-0.79214,-0.043691,0.0063736,,
1.9622,0.89734,1.112,-0.97219,-0.026437,0.0069577,,
0.8726,0.22651,0.58771,-0.56977,-0.0088524,0.0066291,,
-0.028436,-0.5787,0.014992,0.17742,0.0087002,0.0056017,,
-0.47702,-1.0407,-0.2741,0.8265,0.026175,0.004494,,
-0.62922,-0.88545,0.0020864,0.9892,0.043456,0.0039326,,
-0.64381,-0.20481,0.77388,0.57035,0.060376,0.0043028,,
-0.47325,0.59741,1.5233,-0.18152,0.076913,0.0053679,,
-0.03223,1.0451,1.6403,-0.81979,0.093278,0.0064804,,
0.58387,0.87246,0.98881,-0.96346,0.10956,0.0069999,,
1.1287,0.18179,0.082116,-0.52914,0.12543,0.00662,,
1.3922,-0.61688,-0.40094,0.22625,0.14067,0.0055877,,
1.2932,-1.0492,-0.28301,0.85435,0.15519,0.0044656,,
0.85101,-0.85833,0.0069933,0.97883,0.16881,0.0039562,,
0.20464,-0.15744,0.019802,0.52697,0.1815,0.0043679,,
-0.31563,0.63705,-0.13906,-0.23237,0.1933,0.0054764,,
-0.29331,1.053,0.032264,-0.84746,0.20424,0.0065807,,
0.40604,0.84298,0.71382,-0.95103,0.21426,0.007055,,
1.3511,0.13177,1.3817,-0.48294,0.22313,0.0066388,,
1.789,-0.65785,1.3211,0.27949,0.23103,0.00551,,
1.3241,-1.0563,0.49189,0.8822,0.23817,0.0044412,,
0.34283,-0.82636,-0.31218,0.96416,0.24447,0.0039956,,
-0.34999,-0.10477,-0.29724,0.47795,0.24978,0.0044807,,
-0.35133,0.67921,0.40633,-0.28736,0.25408,0.0056059,,
-0.023304,1.059,0.83182,-0.87535,0.25733,0.0066689,,
0.032551,0.80839,0.24695,-0.93438,0.25975,0.0070831,,
-0.23457,0.076461,-0.99332,-0.43159,0.26177,0.0065855,,
-0.25231,-0.70106,-1.8015,0.33532,0.26332,0.0054599,,
0.3981,-1.0611,-1.544,0.9092,0.26377,0.0043904,,
1.3055,-0.78903,-0.70078,0.94506,0.26227,0.0040244,,
1.5623,-0.046842,-0.27107,0.42344,0.25838,0.0045545,,
0.8111,0.72331,-0.65704,-0.34507,0.25316,0.0056989,,
-0.23355,1.0624,-1.283,-0.90164,0.24733,0.0067338,,
-0.50498,0.7682,-1.3703,-0.91294,0.24013,0.0070756,,
0.20421,0.015935,-0.89428,-0.37418,0.23054,0.0064903,,
0.94843,-0.74588,-0.56133,0.3948,0.21825,0.0053501,,
0.66188,-1.0629,-0.89536,0.93459,0.20389,0.0043384,,
-0.62327,-0.74583,-1.5484,0.92072,0.18758,0.0040189,,
